Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Year,Month,Revenue
2022-08-29,S003,P0006,Furniture,North,171,38,92,39.54,72.84,0,Snowy,1,68.51,Spring,2022,8,6701.280000000001
2022-08-29,S003,P0007,Groceries,South,396,255,68,268.0,51.44,10,Snowy,0,50.35,Winter,2022,8,3497.92
2022-08-29,S003,P0008,Groceries,West,378,335,60,351.82,11.3,15,Sunny,1,13.2,Spring,2022,8,678.0
2022-08-29,S003,P0009,Toys,South,180,31,157,33.84,86.23,15,Rainy,0,81.56,Summer,2022,8,13538.11
2022-08-29,S003,P0010,Groceries,East,295,80,50,92.65,73.93,20,Sunny,1,70.9,Winter,2022,8,3696.5000000000005
2022-08-29,S003,P0011,Electronics,North,279,135,93,134.4,75.93,15,Cloudy,1,78.8,Summer,2022,8,7061.490000000001
2022-08-29,S003,P0012,Clothing,North,227,61,167,71.92,21.48,5,Snowy,0,21.65,Spring,2022,8,3587.16
2022-08-29,S003,P0013,Toys,South,212,153,21,161.86,36.49,10,Rainy,1,32.01,Spring,2022,8,766.2900000000001
2022-08-29,S003,P0014,Clothing,West,193,143,70,148.28,25.17,10,Rainy,1,21.14,Spring,2022,8,1761.9
2022-08-29,S003,P0015,Groceries,North,335,193,44,202.83,97.22,0,Snowy,1,100.19,Spring,2022,8,4277.68
2022-08-29,S003,P0016,Electronics,East,424,119,88,122.38,58.35,10,Cloudy,1,53.83,Summer,2022,8,5134.8
2022-08-29,S003,P0017,Toys,West,453,19,129,17.42,62.52,20,Snowy,1,63.57,Summer,2022,8,8065.080000000001
2022-08-29,S003,P0018,Clothing,West,387,353,195,350.91,92.51,0,Snowy,1,95.7,Spring,2022,8,18039.45
2022-08-29,S003,P0019,Groceries,West,471,436,176,440.51,64.08,10,Sunny,1,66.22,Spring,2022,8,11278.08
2022-08-29,S003,P0020,Toys,North,193,63,71,81.64,72.59,20,Rainy,1,75.12,Spring,2022,8,5153.89
2022-08-29,S004,P0001,Toys,East,345,286,53,300.34,85.62,0,Rainy,1,87.98,Autumn,2022,8,4537.860000000001
2022-08-29,S004,P0002,Electronics,South,127,67,141,77.31,86.82,10,Cloudy,0,83.62,Autumn,2022,8,12241.619999999999
2022-08-29,S004,P0003,Toys,South,212,146,172,158.63,57.38,10,Rainy,0,60.96,Winter,2022,8,9869.36
2022-08-29,S004,P0004,Electronics,West,270,21,121,27.83,13.07,20,Snowy,0,9.56,Summer,2022,8,1581.47
2022-08-29,S004,P0005,Furniture,South,297,184,66,176.58,94.52,15,Sunny,0,98.61,Summer,2022,8,6238.32
2022-08-29,S004,P0006,Electronics,South,280,106,139,122.01,39.02,0,Snowy,1,37.02,Spring,2022,8,5423.780000000001
2022-08-29,S004,P0007,Toys,East,304,57,88,69.2,52.84,20,Cloudy,0,49.95,Spring,2022,8,4649.92
2022-08-29,S004,P0008,Furniture,West,200,60,134,62.63,84.08,5,Cloudy,1,88.06,Autumn,2022,8,11266.72
2022-08-29,S004,P0009,Toys,South,340,127,62,138.22,76.66,20,Cloudy,0,74.31,Summer,2022,8,4752.92
2022-08-29,S004,P0010,Clothing,East,104,70,116,67.96,36.29,0,Snowy,1,36.6,Winter,2022,8,4209.64
2022-08-29,S004,P0011,Furniture,North,321,148,182,143.72,41.95,10,Cloudy,0,45.3,Summer,2022,8,7634.900000000001
2022-08-29,S004,P0012,Groceries,East,152,109,118,126.26,15.46,5,Rainy,1,15.7,Summer,2022,8,1824.2800000000002
2022-08-29,S004,P0013,Furniture,South,431,226,48,244.88,31.1,20,Rainy,0,28.42,Summer,2022,8,1492.8000000000002
2022-08-29,S004,P0014,Furniture,South,441,254,121,273.7,82.83,20,Sunny,1,78.64,Spring,2022,8,10022.43
2022-08-29,S004,P0015,Furniture,North,320,58,172,66.87,63.41,10,Rainy,1,60.17,Winter,2022,8,10906.519999999999
2022-08-29,S004,P0016,Groceries,South,407,158,193,172.57,47.49,0,Rainy,0,42.68,Autumn,2022,8,9165.57
2022-08-29,S004,P0017,Clothing,West,52,46,79,45.82,59.4,5,Snowy,1,57.05,Spring,2022,8,4692.599999999999
2022-08-29,S004,P0018,Furniture,South,295,200,121,193.34,13.01,20,Snowy,0,12.54,Winter,2022,8,1574.21
2022-08-29,S004,P0019,Toys,South,76,38,153,44.81,24.47,15,Snowy,0,20.44,Winter,2022,8,3743.91
2022-08-29,S004,P0020,Electronics,South,380,234,188,246.86,61.04,0,Rainy,0,58.36,Summer,2022,8,11475.52
2022-08-29,S005,P0001,Furniture,West,277,79,199,70.89,58.84,0,Sunny,1,58.56,Autumn,2022,8,11709.16
2022-08-29,S005,P0002,Electronics,South,106,28,113,41.18,57.44,15,Snowy,0,55.07,Summer,2022,8,6490.719999999999
2022-08-29,S005,P0003,Toys,East,283,274,132,267.38,97.51,20,Rainy,0,97.88,Summer,2022,8,12871.320000000002
2022-08-29,S005,P0004,Furniture,South,349,136,190,149.02,13.23,20,Sunny,0,13.63,Autumn,2022,8,2513.7000000000003
2022-08-29,S005,P0005,Groceries,East,66,47,141,60.92,58.4,10,Rainy,0,56.76,Summer,2022,8,8234.4
2022-08-29,S005,P0006,Furniture,South,56,4,164,-1.87,31.41,15,Snowy,1,27.63,Summer,2022,8,5151.24
2022-08-29,S005,P0007,Clothing,West,225,34,21,31.22,43.83,20,Snowy,1,41.6,Autumn,2022,8,920.43
2022-08-29,S005,P0008,Electronics,West,154,128,44,119.99,65.82,15,Snowy,0,63.06,Autumn,2022,8,2896.08
2022-08-29,S005,P0009,Furniture,South,423,412,62,414.12,86.03,5,Rainy,0,84.74,Autumn,2022,8,5333.86
2022-08-29,S005,P0010,Electronics,West,150,109,145,101.93,81.33,0,Rainy,1,83.58,Spring,2022,8,11792.85
2022-08-29,S005,P0011,Toys,North,407,44,40,60.13,42.41,15,Snowy,1,42.36,Summer,2022,8,1696.3999999999999
2022-08-29,S005,P0012,Electronics,West,101,84,126,98.03,55.69,15,Rainy,1,52.92,Winter,2022,8,7016.94
2022-08-29,S005,P0013,Groceries,South,430,16,29,8.67,78.48,5,Cloudy,1,76.72,Autumn,2022,8,2275.92
2022-08-29,S005,P0014,Groceries,West,475,381,34,381.94,60.94,0,Rainy,0,58.58,Summer,2022,8,2071.96
2022-08-29,S005,P0015,Toys,East,475,248,188,257.48,35.52,20,Cloudy,1,38.17,Autumn,2022,8,6677.76
2022-08-29,S005,P0016,Clothing,West,112,7,67,-0.29,48.44,5,Rainy,1,53.12,Autumn,2022,8,3245.48
2022-08-29,S005,P0017,Electronics,West,210,127,149,140.85,53.28,15,Snowy,0,55.61,Winter,2022,8,7938.72
2022-08-29,S005,P0018,Clothing,East,204,130,83,126.04,20.31,15,Cloudy,1,24.97,Autumn,2022,8,1685.7299999999998
2022-08-29,S005,P0019,Toys,South,198,78,91,95.68,27.7,10,Snowy,1,24.65,Spring,2022,8,2520.7
2022-08-29,S005,P0020,Clothing,South,234,10,182,3.67,10.3,10,Cloudy,1,14.01,Autumn,2022,8,1874.6000000000001
2022-08-30,S001,P0001,Furniture,North,270,164,71,160.58,37.33,0,Snowy,0,40.49,Autumn,2022,8,2650.43
2022-08-30,S001,P0002,Furniture,South,273,121,27,133.07,62.84,10,Cloudy,1,61.46,Winter,2022,8,1696.68
2022-08-30,S001,P0003,Clothing,West,179,36,147,33.24,43.7,5,Sunny,0,45.62,Autumn,2022,8,6423.900000000001
2022-08-30,S001,P0004,Furniture,North,139,90,62,108.61,37.55,10,Cloudy,1,38.91,Autumn,2022,8,2328.1
2022-08-30,S001,P0005,Electronics,North,437,42,54,40.18,77.72,20,Sunny,0,74.21,Spring,2022,8,4196.88
2022-08-30,S001,P0006,Groceries,North,96,17,85,13.84,62.01,10,Rainy,1,65.63,Autumn,2022,8,5270.849999999999
2022-08-30,S001,P0007,Groceries,North,245,211,146,204.7,93.35,20,Cloudy,1,94.29,Autumn,2022,8,13629.099999999999
2022-08-30,S001,P0008,Groceries,West,235,191,47,188.25,53.8,15,Sunny,0,56.38,Autumn,2022,8,2528.6
2022-08-30,S001,P0009,Toys,East,264,61,50,67.73,43.38,15,Sunny,1,40.28,Spring,2022,8,2169.0
2022-08-30,S001,P0010,Electronics,North,389,387,148,401.88,35.16,15,Sunny,1,37.84,Summer,2022,8,5203.679999999999
2022-08-30,S001,P0011,Electronics,East,137,44,47,35.9,74.02,10,Snowy,0,69.07,Winter,2022,8,3478.9399999999996
2022-08-30,S001,P0012,Clothing,North,189,28,166,41.13,93.91,5,Rainy,0,98.69,Spring,2022,8,15589.06
2022-08-30,S001,P0013,Groceries,East,109,108,57,118.2,35.48,15,Snowy,1,35.8,Winter,2022,8,2022.36
2022-08-30,S001,P0014,Groceries,South,441,376,57,391.45,41.16,15,Sunny,0,36.31,Spring,2022,8,2346.12
2022-08-30,S001,P0015,Electronics,West,211,96,114,114.55,29.94,20,Snowy,0,30.48,Spring,2022,8,3413.1600000000003
2022-08-30,S001,P0016,Toys,North,315,210,135,205.09,12.79,10,Sunny,0,15.25,Spring,2022,8,1726.6499999999999
2022-08-30,S001,P0017,Toys,South,352,333,113,325.19,69.37,20,Rainy,1,69.0,Winter,2022,8,7838.81
2022-08-30,S001,P0018,Clothing,West,133,112,176,118.91,63.83,0,Sunny,1,60.11,Winter,2022,8,11234.08
2022-08-30,S001,P0019,Clothing,North,412,80,60,88.5,12.66,0,Snowy,1,14.84,Autumn,2022,8,759.6
2022-08-30,S001,P0020,Toys,West,55,1,134,6.7,25.58,20,Sunny,1,25.57,Summer,2022,8,3427.72
2022-08-30,S002,P0001,Toys,East,234,23,77,34.12,61.98,15,Sunny,0,61.13,Winter,2022,8,4772.46
2022-08-30,S002,P0002,Furniture,North,274,242,60,259.11,30.03,15,Snowy,1,25.14,Winter,2022,8,1801.8000000000002
2022-08-30,S002,P0003,Groceries,North,77,8,100,-0.66,61.19,5,Snowy,0,57.28,Autumn,2022,8,6119.0
2022-08-30,S002,P0004,Groceries,East,187,90,26,98.42,75.11,0,Snowy,0,76.76,Winter,2022,8,1952.86
2022-08-30,S002,P0005,Electronics,South,397,39,143,55.69,19.27,20,Cloudy,1,18.2,Spring,2022,8,2755.61
2022-08-30,S002,P0006,Groceries,West,291,238,124,232.85,72.8,10,Rainy,1,77.11,Summer,2022,8,9027.199999999999
2022-08-30,S002,P0007,Clothing,East,387,193,86,183.08,70.59,20,Snowy,1,70.81,Spring,2022,8,6070.740000000001
2022-08-30,S002,P0008,Electronics,West,434,418,139,422.81,88.73,0,Sunny,0,92.08,Winter,2022,8,12333.470000000001
2022-08-30,S002,P0009,Groceries,North,61,17,95,15.32,32.36,5,Rainy,0,32.01,Summer,2022,8,3074.2
2022-08-30,S002,P0010,Electronics,North,163,47,121,39.62,43.73,15,Sunny,1,46.0,Summer,2022,8,5291.33
2022-08-30,S002,P0011,Electronics,West,496,111,185,123.56,92.13,0,Snowy,1,89.61,Autumn,2022,8,17044.05
2022-08-30,S002,P0012,Clothing,East,319,58,31,54.47,10.89,20,Snowy,0,11.67,Spring,2022,8,337.59000000000003
2022-08-30,S002,P0013,Clothing,North,373,8,140,14.93,46.19,15,Cloudy,1,44.41,Summer,2022,8,6466.599999999999
2022-08-30,S002,P0014,Clothing,West,129,60,66,56.92,65.26,15,Sunny,1,65.26,Winter,2022,8,4307.160000000001
2022-08-30,S002,P0015,Furniture,West,113,11,123,11.74,57.6,20,Sunny,1,54.05,Summer,2022,8,7084.8
2022-08-30,S002,P0016,Furniture,East,499,206,198,198.72,82.23,15,Snowy,0,78.39,Winter,2022,8,16281.54
2022-08-30,S002,P0017,Furniture,East,52,15,32,16.61,29.72,15,Sunny,1,27.68,Summer,2022,8,951.04
2022-08-30,S002,P0018,Furniture,East,295,216,53,207.95,84.55,10,Sunny,1,81.16,Autumn,2022,8,4481.15
2022-08-30,S002,P0019,Clothing,North,273,122,96,120.11,98.54,0,Rainy,0,102.11,Winter,2022,8,9459.84
2022-08-30,S002,P0020,Toys,East,169,69,124,66.32,93.37,15,Sunny,1,95.78,Summer,2022,8,11577.880000000001
2022-08-30,S003,P0001,Groceries,East,55,17,140,22.76,75.58,5,Rainy,1,75.48,Spring,2022,8,10581.199999999999
2022-08-30,S003,P0002,Furniture,North,448,123,23,141.86,12.27,5,Snowy,1,14.3,Summer,2022,8,282.21
2022-08-30,S003,P0003,Groceries,East,250,88,95,86.31,30.28,20,Cloudy,1,32.0,Autumn,2022,8,2876.6
2022-08-30,S003,P0004,Groceries,West,98,17,84,35.38,62.35,15,Cloudy,0,57.75,Winter,2022,8,5237.400000000001
2022-08-30,S003,P0005,Clothing,East,253,226,73,230.23,59.76,0,Snowy,1,61.14,Winter,2022,8,4362.48
2022-08-30,S003,P0006,Furniture,East,395,60,34,77.82,86.07,0,Cloudy,1,89.21,Autumn,2022,8,2926.3799999999997
2022-08-30,S003,P0007,Clothing,North,322,228,180,223.78,35.13,20,Rainy,1,32.48,Winter,2022,8,6323.400000000001
2022-08-30,S003,P0008,Furniture,West,298,208,27,213.52,16.86,10,Snowy,0,13.52,Summer,2022,8,455.21999999999997
2022-08-30,S003,P0009,Toys,North,424,231,157,249.45,30.71,5,Snowy,0,34.96,Summer,2022,8,4821.47
2022-08-30,S003,P0010,Clothing,West,302,262,129,267.5,49.77,15,Cloudy,0,48.51,Spring,2022,8,6420.330000000001
2022-08-30,S003,P0011,Clothing,East,459,177,67,188.25,22.61,10,Snowy,0,24.66,Winter,2022,8,1514.87
2022-08-30,S003,P0012,Toys,East,256,170,146,160.26,30.95,0,Sunny,1,27.72,Summer,2022,8,4518.7
2022-08-30,S003,P0013,Electronics,West,443,147,174,157.22,71.82,0,Rainy,0,71.1,Autumn,2022,8,12496.679999999998
2022-08-30,S003,P0014,Groceries,South,67,27,195,38.69,74.15,10,Snowy,1,75.1,Winter,2022,8,14459.250000000002
2022-08-30,S003,P0015,Clothing,West,210,40,196,31.34,21.27,0,Snowy,1,21.14,Summer,2022,8,4168.92
2022-08-30,S003,P0016,Groceries,North,378,103,88,107.44,66.91,15,Rainy,0,67.39,Summer,2022,8,5888.08
2022-08-30,S003,P0017,Toys,West,286,220,74,238.14,87.86,20,Sunny,0,91.04,Spring,2022,8,6501.64
2022-08-30,S003,P0018,Groceries,West,146,129,156,138.65,12.27,20,Rainy,1,10.39,Summer,2022,8,1914.12
2022-08-30,S003,P0019,Groceries,East,104,57,104,56.68,78.81,10,Rainy,1,77.61,Summer,2022,8,8196.24
2022-08-30,S003,P0020,Groceries,East,134,39,188,32.25,77.03,0,Sunny,1,73.18,Spring,2022,8,14481.64
2022-08-30,S004,P0001,Toys,North,260,175,199,185.4,42.33,20,Rainy,1,43.51,Summer,2022,8,8423.67
2022-08-30,S004,P0002,Furniture,North,137,137,156,147.89,58.05,10,Snowy,0,59.33,Autumn,2022,8,9055.8
2022-08-30,S004,P0003,Electronics,East,377,25,116,17.04,75.7,20,Rainy,1,77.59,Winter,2022,8,8781.2
2022-08-30,S004,P0004,Clothing,North,321,295,130,291.29,21.35,10,Rainy,1,21.06,Spring,2022,8,2775.5
2022-08-30,S004,P0005,Toys,North,183,125,23,130.46,49.48,0,Rainy,0,52.57,Autumn,2022,8,1138.04
2022-08-30,S004,P0006,Electronics,East,234,214,106,212.18,43.52,10,Snowy,0,40.18,Summer,2022,8,4613.12
2022-08-30,S004,P0007,Electronics,North,88,12,141,11.87,89.51,0,Rainy,1,87.14,Spring,2022,8,12620.91
2022-08-30,S004,P0008,Clothing,South,254,223,25,227.08,20.62,15,Rainy,1,24.64,Winter,2022,8,515.5
2022-08-30,S004,P0009,Clothing,North,256,140,52,140.43,43.68,10,Rainy,1,39.64,Winter,2022,8,2271.36
2022-08-30,S004,P0010,Toys,East,339,33,128,48.41,39.81,10,Cloudy,1,39.8,Winter,2022,8,5095.68
2022-08-30,S004,P0011,Clothing,South,258,140,51,159.49,21.57,10,Rainy,0,25.1,Spring,2022,8,1100.07
2022-08-30,S004,P0012,Clothing,North,399,124,173,132.86,37.86,15,Cloudy,1,38.93,Winter,2022,8,6549.78
2022-08-30,S004,P0013,Groceries,South,129,56,200,57.23,26.49,20,Rainy,0,29.61,Autumn,2022,8,5298.0
2022-08-30,S004,P0014,Furniture,North,192,128,127,122.65,29.49,20,Sunny,1,28.62,Winter,2022,8,3745.23
2022-08-30,S004,P0015,Groceries,North,321,185,56,199.86,56.99,15,Snowy,1,57.86,Autumn,2022,8,3191.44
2022-08-30,S004,P0016,Furniture,East,252,233,44,234.71,36.04,20,Cloudy,0,38.53,Spring,2022,8,1585.76
2022-08-30,S004,P0017,Toys,East,119,42,72,36.52,71.87,20,Snowy,1,68.1,Winter,2022,8,5174.64
2022-08-30,S004,P0018,Furniture,East,397,260,34,270.79,60.22,10,Snowy,0,61.25,Spring,2022,8,2047.48
2022-08-30,S004,P0019,Groceries,West,315,294,194,293.24,72.34,0,Sunny,1,68.83,Winter,2022,8,14033.960000000001
2022-08-30,S004,P0020,Groceries,South,416,12,198,10.03,64.71,5,Snowy,1,67.55,Spring,2022,8,12812.579999999998
2022-08-30,S005,P0001,Clothing,North,265,105,200,104.7,23.73,20,Sunny,0,26.2,Spring,2022,8,4746.0
2022-08-30,S005,P0002,Groceries,East,150,21,82,31.62,20.16,0,Snowy,1,20.25,Summer,2022,8,1653.1200000000001
2022-08-30,S005,P0003,Electronics,North,82,77,154,78.29,32.4,15,Snowy,0,31.03,Winter,2022,8,4989.599999999999
2022-08-30,S005,P0004,Clothing,North,384,39,184,39.98,96.42,10,Sunny,0,92.42,Autumn,2022,8,17741.28
2022-08-30,S005,P0005,Groceries,North,445,211,142,224.51,81.4,20,Sunny,1,78.69,Autumn,2022,8,11558.800000000001
2022-08-30,S005,P0006,Electronics,North,304,129,132,143.43,76.99,0,Cloudy,0,74.86,Autumn,2022,8,10162.679999999998
2022-08-30,S005,P0007,Furniture,West,93,14,107,29.81,94.98,20,Rainy,1,99.25,Spring,2022,8,10162.86
2022-08-30,S005,P0008,Furniture,West,333,78,169,86.65,46.2,20,Snowy,1,41.38,Spring,2022,8,7807.8
2022-08-30,S005,P0009,Furniture,South,340,322,161,340.85,58.49,5,Snowy,1,61.6,Summer,2022,8,9416.89
2022-08-30,S005,P0010,Groceries,East,200,193,200,188.2,69.46,5,Rainy,0,70.74,Winter,2022,8,13891.999999999998
2022-08-30,S005,P0011,Toys,South,155,92,185,94.51,99.76,5,Sunny,0,100.56,Autumn,2022,8,18455.600000000002
2022-08-30,S005,P0012,Toys,West,394,376,127,377.19,90.08,15,Sunny,0,86.06,Summer,2022,8,11440.16
2022-08-30,S005,P0013,Electronics,North,146,113,35,131.37,78.34,20,Cloudy,1,78.39,Autumn,2022,8,2741.9
2022-08-30,S005,P0014,Groceries,South,92,48,154,41.33,81.93,10,Rainy,0,86.68,Summer,2022,8,12617.220000000001
2022-08-30,S005,P0015,Clothing,East,288,220,164,223.03,18.7,5,Snowy,1,15.62,Summer,2022,8,3066.7999999999997
2022-08-30,S005,P0016,Clothing,East,294,44,136,36.81,84.14,0,Sunny,0,80.73,Autumn,2022,8,11443.04
2022-08-30,S005,P0017,Furniture,South,190,171,98,184.49,52.87,5,Snowy,1,53.88,Summer,2022,8,5181.259999999999
2022-08-30,S005,P0018,Groceries,North,465,247,64,250.39,14.46,0,Cloudy,0,10.4,Summer,2022,8,925.44
2022-08-30,S005,P0019,Electronics,East,390,350,35,348.57,16.55,15,Snowy,1,21.17,Autumn,2022,8,579.25
2022-08-30,S005,P0020,Groceries,North,285,75,77,90.26,72.67,20,Sunny,1,72.55,Spring,2022,8,5595.59
2022-08-31,S001,P0001,Electronics,North,278,204,104,211.37,25.2,15,Sunny,0,29.05,Winter,2022,8,2620.7999999999997
2022-08-31,S001,P0002,Groceries,South,137,7,199,26.7,51.74,20,Rainy,1,49.61,Winter,2022,8,10296.26
2022-08-31,S001,P0003,Clothing,North,303,290,182,281.64,34.11,15,Snowy,1,38.26,Spring,2022,8,6208.0199999999995
2022-08-31,S001,P0004,Furniture,East,96,32,138,35.18,59.34,10,Snowy,1,60.61,Summer,2022,8,8188.92
2022-08-31,S001,P0005,Groceries,South,411,205,60,196.59,77.8,5,Cloudy,0,81.39,Winter,2022,8,4668.0
2022-08-31,S001,P0006,Electronics,South,420,6,189,-3.56,69.93,20,Sunny,0,65.25,Autumn,2022,8,13216.77
2022-08-31,S001,P0007,Clothing,North,154,153,164,147.05,99.18,5,Cloudy,1,96.74,Summer,2022,8,16265.52
2022-08-31,S001,P0008,Furniture,West,462,256,110,249.55,33.82,15,Sunny,1,33.52,Summer,2022,8,3720.2
2022-08-31,S001,P0009,Furniture,East,66,37,99,28.27,23.13,10,Snowy,1,23.89,Spring,2022,8,2289.87
2022-08-31,S001,P0010,Furniture,South,113,33,168,43.32,56.92,15,Sunny,0,55.8,Winter,2022,8,9562.56
2022-08-31,S001,P0011,Furniture,South,188,95,183,110.56,96.2,10,Snowy,0,94.09,Summer,2022,8,17604.600000000002
2022-08-31,S001,P0012,Furniture,North,425,295,59,300.12,17.79,20,Rainy,0,15.93,Autumn,2022,8,1049.61
2022-08-31,S001,P0013,Electronics,West,318,173,142,175.51,97.4,20,Snowy,0,97.45,Spring,2022,8,13830.800000000001
2022-08-31,S001,P0014,Electronics,North,180,97,85,106.79,98.01,20,Rainy,1,101.78,Spring,2022,8,8330.85
2022-08-31,S001,P0015,Clothing,North,135,113,56,112.18,42.57,5,Sunny,0,40.07,Summer,2022,8,2383.92
2022-08-31,S001,P0016,Toys,West,70,29,187,44.53,22.93,5,Cloudy,1,20.5,Summer,2022,8,4287.91
2022-08-31,S001,P0017,Electronics,North,462,101,196,95.15,90.94,15,Cloudy,1,95.57,Spring,2022,8,17824.239999999998
2022-08-31,S001,P0018,Furniture,South,448,96,193,111.19,27.62,15,Rainy,0,28.01,Winter,2022,8,5330.66
2022-08-31,S001,P0019,Clothing,South,168,16,116,29.48,57.13,0,Snowy,0,55.6,Winter,2022,8,6627.08
2022-08-31,S001,P0020,Groceries,East,236,101,127,102.25,40.56,15,Snowy,1,35.7,Spring,2022,8,5151.12
2022-08-31,S002,P0001,Furniture,South,373,358,161,358.34,20.5,0,Sunny,1,20.08,Summer,2022,8,3300.5
2022-08-31,S002,P0002,Furniture,West,243,72,143,69.93,86.92,10,Cloudy,0,87.42,Winter,2022,8,12429.56
2022-08-31,S002,P0003,Groceries,South,406,333,189,348.42,52.05,5,Cloudy,1,55.93,Autumn,2022,8,9837.449999999999
2022-08-31,S002,P0004,Groceries,North,60,54,168,64.22,43.07,20,Rainy,0,39.58,Spring,2022,8,7235.76
2022-08-31,S002,P0005,Clothing,South,78,21,170,12.18,12.46,15,Cloudy,1,8.54,Winter,2022,8,2118.2000000000003
2022-08-31,S002,P0006,Furniture,West,124,47,48,64.59,23.15,5,Snowy,0,26.0,Autumn,2022,8,1111.1999999999998
2022-08-31,S002,P0007,Clothing,North,147,45,75,38.76,19.02,0,Rainy,1,23.35,Winter,2022,8,1426.5
2022-08-31,S002,P0008,Toys,North,310,178,162,187.6,58.86,0,Cloudy,1,62.16,Summer,2022,8,9535.32
2022-08-31,S002,P0009,Toys,South,223,114,148,111.49,41.04,0,Snowy,0,45.94,Winter,2022,8,6073.92
2022-08-31,S002,P0010,Clothing,South,110,64,185,77.51,28.86,10,Snowy,0,24.9,Summer,2022,8,5339.099999999999
2022-08-31,S002,P0011,Electronics,West,458,350,141,341.37,25.91,15,Sunny,1,28.4,Summer,2022,8,3653.31
2022-08-31,S002,P0012,Clothing,South,233,196,185,198.75,89.78,20,Rainy,1,88.62,Autumn,2022,8,16609.3
2022-08-31,S002,P0013,Furniture,East,64,44,177,34.07,85.59,10,Cloudy,1,81.08,Summer,2022,8,15149.43
2022-08-31,S002,P0014,Electronics,North,384,206,191,212.22,72.35,5,Sunny,1,75.38,Winter,2022,8,13818.849999999999
2022-08-31,S002,P0015,Electronics,West,63,23,124,21.32,72.05,5,Snowy,0,67.74,Spring,2022,8,8934.199999999999
2022-08-31,S002,P0016,Electronics,West,274,157,161,155.33,78.28,15,Cloudy,0,78.08,Spring,2022,8,12603.08
2022-08-31,S002,P0017,Clothing,East,479,292,184,301.84,14.23,15,Sunny,0,14.75,Winter,2022,8,2618.32
2022-08-31,S002,P0018,Clothing,West,268,208,134,213.99,62.04,20,Snowy,0,65.26,Winter,2022,8,8313.36
2022-08-31,S002,P0019,Toys,West,212,124,67,140.52,87.11,20,Snowy,1,86.76,Summer,2022,8,5836.37
2022-08-31,S002,P0020,Groceries,North,134,47,95,66.86,53.83,10,Snowy,1,51.45,Spring,2022,8,5113.849999999999
2022-08-31,S003,P0001,Toys,South,445,266,141,274.55,25.07,0,Sunny,0,23.03,Spring,2022,8,3534.87
2022-08-31,S003,P0002,Clothing,West,176,102,106,109.8,32.72,10,Rainy,0,30.29,Summer,2022,8,3468.3199999999997
2022-08-31,S003,P0003,Groceries,North,435,375,105,377.71,76.37,10,Rainy,0,81.15,Summer,2022,8,8018.85
2022-08-31,S003,P0004,Groceries,East,376,372,104,364.17,17.14,15,Sunny,1,13.08,Winter,2022,8,1782.56
2022-08-31,S003,P0005,Clothing,East,412,272,200,264.86,88.23,5,Sunny,1,86.49,Spring,2022,8,17646.0
2022-08-31,S003,P0006,Groceries,North,161,50,87,42.43,59.46,15,Rainy,0,58.44,Autumn,2022,8,5173.02
2022-08-31,S003,P0007,Electronics,North,359,90,140,104.82,87.2,0,Cloudy,0,91.42,Winter,2022,8,12208.0
2022-08-31,S003,P0008,Toys,West,119,54,104,60.53,59.26,10,Snowy,0,59.79,Spring,2022,8,6163.04
2022-08-31,S003,P0009,Furniture,South,421,72,31,70.02,58.05,15,Rainy,0,53.84,Winter,2022,8,1799.55
2022-08-31,S003,P0010,Toys,East,307,101,57,102.27,38.67,0,Cloudy,0,40.48,Spring,2022,8,2204.19
2022-08-31,S003,P0011,Toys,North,486,133,115,146.16,36.37,5,Rainy,1,32.3,Winter,2022,8,4182.549999999999
2022-08-31,S003,P0012,Groceries,South,469,347,188,343.05,87.81,0,Snowy,0,86.43,Autumn,2022,8,16508.28
2022-08-31,S003,P0013,Toys,South,432,151,188,158.67,98.87,20,Cloudy,0,94.26,Summer,2022,8,18587.56
2022-08-31,S003,P0014,Clothing,East,417,272,177,268.46,44.24,0,Sunny,0,41.58,Spring,2022,8,7830.4800000000005
2022-08-31,S003,P0015,Toys,North,159,96,24,101.3,56.23,10,Sunny,1,60.36,Winter,2022,8,1349.52
2022-08-31,S003,P0016,Toys,East,241,140,164,131.17,53.53,5,Rainy,1,51.18,Spring,2022,8,8778.92
2022-08-31,S003,P0017,Furniture,South,267,60,128,53.46,69.49,10,Rainy,0,71.46,Autumn,2022,8,8894.72
2022-08-31,S003,P0018,Clothing,West,128,107,151,122.04,60.05,10,Snowy,0,61.74,Autumn,2022,8,9067.55
2022-08-31,S003,P0019,Electronics,East,291,57,186,73.15,40.78,5,Rainy,1,41.15,Autumn,2022,8,7585.08
2022-08-31,S003,P0020,Groceries,East,349,227,143,242.49,11.35,20,Cloudy,0,13.34,Winter,2022,8,1623.05
2022-08-31,S004,P0001,Furniture,East,52,33,71,35.0,38.13,5,Rainy,0,39.56,Autumn,2022,8,2707.23
2022-08-31,S004,P0002,Electronics,East,80,45,133,59.1,94.73,5,Cloudy,0,91.63,Winter,2022,8,12599.09
2022-08-31,S004,P0003,Toys,South,133,133,80,144.05,96.5,20,Snowy,0,98.91,Winter,2022,8,7720.0
2022-08-31,S004,P0004,Toys,South,65,19,188,20.48,29.75,15,Rainy,1,33.26,Summer,2022,8,5593.0
